"KEY","KIND","COMMENT","ARGUMENTS","ENG","FR","ES"
"00-016-00007","ERROR","means that range dictionary was not a valid python dictionary","{0} = parameter name; {1} = key name; {2} = function name","Could not convert range dictionary to dict. \n\t Check parameter {0} or {1} (if set). \n\t Function = {2}","",""
"00-016-00008","ERROR","means that the range dictionary does not have the fiber specified in it","{0} = fiber name; {1} = range dictionary; {2} = parameter name; {3} = key name; {4} = function name","Range dictionary does not have entry for fiber='{0}'. \n\t RangeDict = {1}  \n\t Check parameter {2} or {3} (if set). \n\t Function = {4}","",""
"00-016-00009","ERROR","means that the range dictionary fiber value was not a integer","{0} = fiber name; {1} = range dictionary; {2} = parameter name; {3} = key name; {4} = function name","Range dictionary entry for fiber='{0}' was not a valid float.  \n\t RangeDict = {1} \n\t Check parameter {2} or {3} (if set). \n\t Function = {4}","",""
"00-016-00010","ERROR","means that there was another problem with the range dictionary fiber value","{0} = fiber name; {1} = range dictionary; {2} = error type; {3} = error value; {4} = parameter name; {5} = key name; {6} = function name","Range dictionary entry for fiber='{0}' wave not valid. \n\t RangeDict = {1} \n\t Error {2}: {3} \n\t Check parameter {4} or {5} (if set). \n\t Function = {6}","",""
"00-016-00011","ERROR","Means that we could not find a berv parameter in 'infile' or 'header' or 'props' or 'kwargs'","{0} = berv parameter name; {1} = function name","Could not find BERV parameter '{0}' in 'infile' or 'header' or 'props' or kwargs. \n\t Must be defined in one of these places. \n\t Function = {1}","",""
"00-016-00012","ERROR","Means that there was a problem pushing input units to BERV parameter","{0} = berv parameter name; {1} = parameter raw value; {2} = parameter units; {3} = Error type; {4} = error message; {5} = function name","Could not convert BERV unit parameter '{0}'='{1}' to units '{2}'. \n\t Error {3}: {4} \n\t Function = {5}","",""
"00-016-00013","ERROR","Means that there was a problem pushing input (time) to BERV parameter","{0} = berv parameter name; {1} = parameter raw value; {2} = parameter time format; {3} = Error type; {4} = error message; {5} = function name","Could not convert BERV time parameter '{0}'='{1}' to time '{2}' \n\t Error {3}: {4} \n\t Function = {5}","",""
"00-016-00014","ERROR","Means that there was a problem pushing input dtype to BERV parameter","{0} = berv parameter name; {1} = parameter raw value; {2} = parameter dtype; {3} = Error type; {4} = error message; {5} = function name","Could not convert BERV parameter '{0}'='{1}' to dtype '{2}' \n\t Error {3}: {4} \n\t Function = {5}","",""
"00-016-00015","ERROR","Means that we could not convert input BERV parameter units to output BERV units","{0} = berv parameter name; {1} = parameter raw value; {2} = input units; {3} = output units; {4} = Error type; {5} = error message; {6} = function name","Could not convert BERV parameter '{0}'='{1}' from {2} to {3}.  \n\t Error {4}: {5} \n\t Function = {6}","",""
"00-016-00016","ERROR","Means that we could not convert input BERV parameter time to output BERV time","{0} = berv parameter name; {1} = parameter raw value; {2} = input time format; {3} = output time format; {4} = Error type; {5} = error message; {6} = function name","Could not convert BERV parameter '{0}'='{1}' from {2} to {3}.  \n\t Error {4}: {5} \n\t Function = {6}","",""
"00-016-00017","ERROR","Means that we could not calculate the BERV estimate","{0} = jd time used; {1} = Error type; {2} = error message; {3} = function name","Could not calculate the BERV estimate for time={0}. \n\t Error {1}: {2} \n\t Function = {3}","",""
"00-016-00018","ERROR","Means that the exposure time units were not valid","{0} = exp time unit asked for; {1} = allowed values; {2} = function name","Could not use units = '{0}' for exposure time conversion \n\t Must be either {1} \n\t Function = {2}","",""
"00-016-00019","ERROR","Means that both 'header' and 'infile' were not defined","{0} = function name","'infile' or 'header' must be defined. \n\t Function = {0}","",""
"00-016-00020","ERROR","Means that BERV_KEYS had key that was badly defined","{0} = input key; {1} = key name; {2} = function name","BERV_KEYS was badly defined. Input key = {0} (parameter = {1}) \n\t Function = {2}","",""
"00-016-00021","ERROR","Means that the cross match to gaia failed due to no gaiaid and no objname and no ra / dec","{0} = function name","Gaia crossmatch error: Must provide either a 'gaiaid' or a 'objname' or an 'ra and dec' \n\t Function = {0}","",""
"00-016-00022","ERROR","Means that we could not update lookup table","{0} = look up table name; {1} = error type; {2} = error message; {3} = function name","Gaia crossmatch error: Could not update lookup table (filename={0}) \n\t Error {1}: {2} \n\t Function = {3}","",""
"00-016-00023","ERROR","Means that order profile npy file was defined incorrectly","{0} = file instance used; {1} = function name","File instance for order profile tmp file must be a DrsNpyFile. \n\t Current file = {0} \n\t Function = {1}","",""
"00-016-00024","ERROR","Means that reference fiber was not found in extraction dictionary","{0} = reference fiber; {1} = list of fibers in extraction dict; {2} = function name","Reference fiber '{0}' not found in extraction dictionary. \n\t Possible fibers are: [1} \n\t Function = {2}","",""
"00-016-00025","ERROR","Means that reference file (for reference fiber) did not contain an FP","{0} = reference fiber; {1} = dprtype; {2} = function name","Reference fiber '{0}' must be a FP. DPRTYPE = {1} \n\t Function = {2}","",""
"00-016-00026","ERROR","Means that science fiber was not found in extraction dictionary","{0} = science fiber; {1} = list of fibers in extraction dict; {2} = function name","Science fiber '{0}' not found in extraction dictionary. \n\t Possible fibers are: [1} \n\t Function = {2}","",""
"00-016-00027","ERROR","Means that we could not save uncorrected extracted file as it does not exist","{0} = fiber name; {1} = extraction file; {2} = filename","Cannot copy extract file fiber='{0}' filetype='{1}' - file does not exist. File = {2}","",""
"00-016-00028","ERROR","","","","",""
"00-016-00029","ERROR","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"00-017-00000","ERROR","Dev Error: wave solution","None","","",""
"00-017-00001","ERROR","Means that “infile” was provided by was not a valid DrsFitsFile","{0} = infile type; {1} = function","If “infile” is provided must be a DrsFitsFile Instance. Infile={0} \n\t Function = {1}","",""
"00-017-00002","ERROR","Means that the line list could not be loaded","{0} = absolute file path; {1} = function name","Line list not found. File = {0}; \n\t Function = {1}","",""
"00-017-00003","ERROR","Means that an insufficient number of lines were found in triplet fit","{0} = number of lines found; {1} = required number; {2} = function","Insufficient number of lines found. \n\t Found = {0} Required = {1} \n\t Function = {2}","",""
"00-017-00004","ERROR","Means that current order is in remove orders [in littrow]","{0} = current order name; {1} = current order value; {2} = remove order name; {3} = function name","[LITTROW] Remove order warning: {0}={1} in {2} \n\tPlease check constants file \n\t function = {3}","",""
"00-017-00005","ERROR","Means that remove order was not in valid range of orders [in littrow]","{0} = remove order; {1} = allowed values; {2} = start order; {3} = end order; {4} = function name","[LITTROW] Invalid order number={0} in {1} \n\t Must be between {2} and {3} \n\t Function = {4}","",""
"00-017-00006","ERROR","Means we removed all orders in the remove order process","{0} = remove order name; {1} = Function name","[LITTROW] Cannot remove all orders. \n\t Please check {0} \n\t Function = {1}","",""
"00-017-00007","ERROR","Means that sigma clipping failed in the fp 1d fit solution","{0} = order number; {1} = max allowed rms; {2} = function name","Order {0}: Sigma clipping in 1D fit solution failed. \n\t RMS > MAX_RMS={1} \n\t Function = {2}","",""
"00-017-00008","ERROR","Means that header comes from a pp file (no output key) and thus we cannot get a wavelength solution","{0} = output header key; {1} = dprtype header key; {2} = dprtype value; {3} = function name","Cannot get wavelength solution from header. \n\t Key ‘{0}’ is not present, file in valid. {1} = {2} \n\t Function = {3}","",""
"00-017-00009","ERROR","cannot get wavelines because there was no header","{0} = function name","No header defined. Cannot continue. \n\t Function = {0}","",""
"00-017-00010","ERROR","No entries found in calibration database for HC/FP master line list. Solution is to run wave_master","{0} = kind of line file (HC/FP); {1} = recipe to run (wave_master); {2} function name","No master {0} line file found in calibration database. Please run {1} recipe. \n\t Function = {2}","",""
"00-017-00011","ERROR","Means hc/fp lines did not have the correct columns","{0} = column name not found; {1} = kind of hc line file (HC/FP); {2} = function name","Key '{0}' not found in {1} reference table. \n\t Function = {2}","",""
"00-017-00012","ERROR","Means that e2ds file was not valid type to get master wave lines","{0} = e2ds filename; {1} = dprtype; {2} = fiber type; {3} = function name; {4} = valid HC types; {5} = valid FP types","e2ds file = ""{0}"" (dprtype={1} fiber={2}) not valid for {3}\n\t Valid HC types: {4} \n\t Valid FP types = {5}","",""
"00-017-00013","","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"00-018-00000","ERROR","Dev Error: drift","None","","",""
"00-018-00001","ERROR","Means that curve_fit caused an error that was skipped","{0} = number of occurances; {1} =  curve fit message","\tCurve Fit Warning (N={0}): {1}","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"00-019-00000","ERROR","Dev Error: telluric","None","","",""
"00-019-00001","ERROR","Means that there was an error inside loop function (mk_tellu / fit_tellu or mk_template)","{0} = recipe where error occurred; {1} = controller recipe (that called other recipe)","Internal error in recipe {0}. Controller recipe ({1}) cannot continue","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"00-020-00000","ERROR","Dev Error: Radial velocity","None","","",""
"00-020-00001","ERROR","Means that the length of the rv vector and the ccf vector were not the same","{0} = length of rv vector; {1} = length of ccf vector; {2} = function name","Length of rv vector (len={0}) and ccf vector (len={1}) are not the same. \n\t Function = {2}","",""
"00-020-00002","ERROR","Means that CCF mask file was not found","{0} = CCF mask filename; {1} = directory","Cannot find ccf mask file {0} in directory {1}","",""
"00-020-00003","ERROR","Means that there was a problem locating the reference file (intype was not a pp file)","{0} = infile name; {1} = intype name; {2} = filename; {3} = function name","Could not locate reference file for infile='{0}' (Intype='{1}' was not a pp file) \n\t Infilename = {2} \n\t Function = {3}","",""
"00-020-00004","ERROR","","","","",""
"","","","","","",""
"","","","","","",""
"00-021-00000","ERROR","Dev Polarimetry Error","None","","",""
"00-021-00001","ERROR","Means that number of valid fibers was not 2. Only 2 valid fibers are supported","{0} = fibers defined; {1} = constant name; {2} = function name","Unsupported number of valid fibers. Value = {0}. Constant = {1}. Can only support 2 fibers. \n\t Function = {2}","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"00-100-00000","ERROR","Dev Error: Plotting","None","","",""
"00-100-00001","ERROR","Means that graph 'name' was not found in definitions","{0} = graph name; {1} = function name","Plotter error: graph name = '{0}' was not found in plotting definitions. \n\t Function = {1}","",""
"00-100-00002","ERROR","Means that graph was not defined in recipe debug or summary plots","{0} = graph name; {1} = recipe name","Plotter error: graph name = '{0}' was not defined for recipe {1}. \n\t Please check recipe definitions ('set_debug_plots' and 'set_summary_plots')","",""
"00-100-00003","ERROR","Means that file location was not set for plotting (must be done before any plotting is done)","{0} = function name","Plotter error: must set file location before any plotting is called with plot(). \n\t Please set with plot.set_location() \n\t Function = {0}","",""
"","","","","","",""
"00-101-00000","ERROR","Dev Error: Locking","None","","",""
"","","","","","",""
"","","","","","",""
"00-502-00000","ERROR","Dev Error: drs Reset messages","None","","",""
"00-502-00001","ERROR","Means that the 'directory' reset folder could not be found in drs data","{0} = directory name; {1} = location of reset directory","Reset {0} directory: Default directory not found at location {1}","",""
"00-502-00002","ERROR","Means that directory does not exist and user chose not to create it","{0} = directory path","Directory does not exist: {0}","",""
"00-502-00003","ERROR","","","","",""
"00-502-00004","ERROR","","","","",""
"","","","","","",""
"00-503-00000","ERROR","Dev Error: apero-processing messages","None","","",""
"00-503-00001","ERROR","Means that we could not import yagmail","None","Cannot send email (need pip install yagmail)","",""
"00-503-00002","ERROR","Means that there was another problem with yagmail","{0} = error type; {1} = error message; {2} = function name","Error {0}: {1} \n\t file = '{2}' \n\t function = {3}","",""
"00-503-00003","ERROR","Means that there was a problem with the uncommon paths","{0} = path 1; {1} = path 2; {2} = Function","Problem with paths: {0} and {1} \n\t Function = {2}","",""
"00-503-00004","ERROR","Means that an unexpected error was caught","{0} = run id","Unexpected error occurred in run '{0}'","",""
"00-503-00005","ERROR","Means that an expected (WLOG) error was caught","{0} = run id","Expected error occurred in run '{0}'","",""
"00-503-00006","ERROR","Means that 'cores' in run file was not an integer and caused a value error","{0} = cores value; {1} = error type; {2} = error message","Run file error: 'CORES'='{0}' must be an integer \n\t Error {1}: {2}","",""
"00-503-00007","ERROR","Means that 'cores' in run file lead to an error","{0} = cores value; {1} = error type; {2} = error message","Run file error: 'CORES' must be an integer \n\t Error {1}: {2}","",""
"00-503-00008","ERROR","Means that number of cores was less than 1","{0} = cores value","Run file error: Number of cores must be greater than 0 \n\t Current value = {0}","",""
"00-503-00009","ERROR","Means that number of cores exceeds allowed number of cores","{0} = maximum number of cores; {1} = cores value; ","Run file error: Number of cores must be less than {0} \n\t Current value = {1}","",""
"00-503-00010","ERROR","Means that in generate_run_table kwargs or args were lists but not the same length","{0} = Argument name; {1} = length; {2} = function name","Run table generation error: argument '{0}' was a list but not the correct length (needs to be {1}) \n\t Function = {2}","",""
"00-503-00011","ERROR","Means that recipe (from run table) was not valid for instrument","{0} = recipe name; {1} = instrument; {2} = function name","Run table generation error: recipe '{0}' is not valid for instrument '{1}'. \n\t Please check instruments: \n\t - recipe definitions \n\t - 'recipes' list \n\t - sequences definitions \n\t - 'sequences' list. \n Function = {2}","",""
"00-503-00012","ERROR","Means that overwrite “arguments” was set but we could not add argument ","{0} = Argument name; {1} = Argument value; {2} = function name","Overwrite argument: Argument {0} not found in args/kwargs. Correct DrsSequence. \n\t {0} = {1} \n\t Function = {2}","",""
"00-503-00013","ERROR","Means that 'cores'  was defiend by user but was not an integer and caused a value error","{0} = cores value; {1} = error type; {2} = error message","User input error: '--cores'='{0}' must be an integer \n\t Error {1}: {2}","",""
"00-503-00014","ERROR","to de-sim","{0} = cores value; {1} = error type; {2} = error message","User input error: '--cores' must be an integer \n\t Error {1}: {2}","",""
"00-503-00015","ERROR","Means that an system exit error was caught","{0} = run id","System exit occurred in run '{0}'","",""
"00-503-00016","ERROR","Means that creation of lock file failed","{0} = error type; {1} = Error message; {2} = filename; {3} = function name","Creating lock directory failed. \n\t Error {0}: {1} \n\t Directory = {2} \n\t Function = {3}","",""
"00-503-00017","ERROR","Means sequence defined an invalid filter","{0} =  filter name; {1} = filter value; {2} = recipe name;  {3} = function name","Filter error: Filter {0} = '{1}' not valid for recipe {2} \n\t Function = {3}","",""
"00-503-00018","ERROR","","","","",""
"00-503-00019","ERROR","","","","",""
"00-503-00020","ERROR","","","","",""
"00-503-00021","ERROR","","","","",""
"","","","","","",""
"","","","","","",""
"00-505-00000","ERROR","Remake calib db user error messages","None","","",""
"00-505-00001","ERROR","Means that instrument does not have 'file_set_name' defined","{0} = name of database; {1} = file set name; {2} = file module used; {3} = function name","Instrument does not have {0} sequence defined. \n\t Please define '{1}' in '{2}'. \n\t Function = {3}","",""
"","","","","","",""
"","","","","","",""
"01-000-00000","ERROR","IO Error","None","IO Error: General Error","",""
"01-000-00001","ERROR","Error making a path","{0} = path, {1} = error type","Could not create directory '{0}'. Error was {1}:","",""
"","","","","","",""
"","","","","","",""
"01-001-00000","ERROR","IO File Error","None","IO Error: File Error","",""
"01-001-00001","ERROR","Means that we cannot open the fits file in question","{0} = filename","Recovery failed: Fatal I/O error cannot load file. \n\t filename='{0}'","",""
"01-001-00002","ERROR","Means that we exceeded the make wait time for a locked file","{0} = locked file name; {1} = lock file name","File '{0}' cannot be accessed (file locked and max wait time exceeded. \n\t Please make sure '{0}' is not being used and manually delete '{1}'.","",""
"01-001-00003","ERROR","Means that file already exits and we cannot overwrite it for some reach (using os.remove)","{0} = filename; {1} = Error type; {2}= Error message; {3} = function name where it happened","File '{0}' already exits and cannot be overwritten. \n\tError {1}: {2}\n\tfunction = {3}","",""
"01-001-00004","ERROR","Means that there was an error using astropy.io.fits when trying to open a Primary HDU for writing","{0} = Error type; {1} = Error message; {2} = function name where it happened","Cannot open image with astropy.io.fits \n\tError {0}: {1} \n\t function = {2}","",""
"01-001-00005","ERROR","Means that there was an error using hdu.writeto when trying to write filename to disk","{0} = filename; {1} = Error type; {2}= Error message; {3} = function name where it happened","Cannot write image to fits file '{0}' \n\t Error {1}: {2} \n\t function = {3}","",""
"01-001-00006","ERROR","Means that there was a problem using astropy.io.fits when trying to open a Primary HDU for reading","{0} = filename; {1} = Error type; {2}= Error message; {3} = function name where it happened","File = '{0}' cannot be opened by astropy.io.fits \n\tError {1}: {2} \n\t function = {3}","",""
"01-001-00007","ERROR","Means that we could not open the data for file (using hdu[ext].data) in DrsFitsFile.read","{0} = filename; {1} = extension; {2} = error type; {3} = error message; {4} = function name","Could not open data for file '{0}' extension={1} \n\t Error {2}: {3} \n\t function = {4}","",""
"01-001-00008","ERROR","Means that we could not open the header for file (using hdu[ext].header) in DrsFitsfile.read","{0} = filename; {1} = extension; {2} = error type; {3} = error message; {4} = function name","Could not open header for file '{0}' extension={1} \n\t Error {2}: {3} \n\t function = {4}","",""
"01-001-00009","ERROR","Means there was a problem with 'fits.getdata' in DrsFitsFile.read_data","{0} = filename; {1} = extension; {2} = error type; {3} = error message; {4} = function name","Could not open data for file '{0}' extension={1} \n\t Error {2}: {3} \n\t function = {4}","",""
"01-001-00010","ERROR","Means that there was a problem with 'fits.getheader' in Drsfitsfile.read_header","{0} = filename; {1} = extension; {2} = error type; {3} = error message; {4} = function name","Could not open header for file '{0}' extension={1} \n\t Error {2}: {3} \n\t function = {4}","",""
"01-001-00011","ERROR","Means that there was a problem doing 'open(filename, 'a') on log file","{0} = log filename; {1} = error type; {2} = error message; {3} = function name","Cannot open log file {0} \n\t Error {1}: {2} \n\t function = {3}","",""
"01-001-00012","ERROR","Means that filename does not exist (in read function)","{0} = filename; {1} = directory name; {2} = function name","Read Error: File '{0}' could not be found in directory '{1}'. \n\t function = {2}","",""
"01-001-00013","ERROR","Means that the filename's directory does not exist (in read function)","{0} = directory name; {1} = filename ; {2} = function name","Read Error: Directory '{0}' could not be found (file='{1}'). \n\t function = {2}","",""
"01-001-00014","ERROR","Means that fits-image data could not be opened in read function","{0} = filename; {1} = extension; {2} = error type","Read Error: Fits-Image (data) could not be read. \n\t Filename = {0}, Ext = {1} \n\t Error was type {2}","",""
"01-001-00015","ERROR","Means that fits-image header could not be opened in read function","{0} = filename; {1} = extension; {2} = error type","Read Error: Fits-Image (header) could not be read. \n\t Filename = {0}, Ext = {1} \n\t Error was type {2}","",""
"01-001-00016","ERROR","Means that fits-table data could not be opened in read function","{0} = filename; {1} = extension; {2} = error type","Read Error: Fits-Table (data) could not be read. \n\t Filename = {0}, Ext = {1} \n\t Error was type {2}","",""
"01-001-00017","ERROR","Means that fits-table header could not be opened in read function","{0} = filename; {1} = extension; {2} = error type","Read Error: Fits-Table (header) could not be read. \n\t Filename = {0}, Ext = {1} \n\t Error was type {2}","",""
"01-001-00018","ERROR","Means that database file could not be written to","{0} = database name; {1} = key; {2} = error type; {3} = error message; {4} = filename; {5} = function name","Cannot write to {0} database (key = {1}). \n\t Error {2}: {3} \n\t file = {4} \n\t function = {5}","",""
"01-001-00019","ERROR","Means that database file could not be read from","{0} = database name; {1} = error type; {2} = error message; {3} = filename; {4} = function name","Cannot read {0} database \n\t Error {1}: {2} \n\t file = {3} \n\t function = {4}","",""
"01-001-00020","ERROR","Means that “filetype” was not in “allowedtypes” in function","{0} = filetype; {1} = function name","Invalid file type = '{0}'. \n\t function = {1}. \n Must be one of the following:","",""
"01-001-00021","ERROR","Means that no index files were found in path","{0} = path; {1} = function name","No index files found at path = {0}. \n\t Please run an off_listing script to continue. \n\t Function = {1}","",""
"01-001-00022","ERROR","Means that no file was found when trying to load a drs data file","{0} = absolute file path; {1} = function name","Could not load drs data file = {0} \n\t Function = {1}","",""
"01-001-00023","ERROR","Means that path is unset and params['OUTPATH'] is unset when trying to construct a path","{0} = function name","Path is unset and 'OUTPATH' (in params) is unset. One of these must be set. \n\t Function = {0}","",""
"01-001-00024","ERROR","Means that text file cannot be read","{0} = text file name; {1} = error type; {2} = error message; {3} = function name","Text file {0} could not be read. \n\t Error {1}: {2} \n\t Function = {3}","",""
"01-001-00025","ERROR","Means that there was bad formating in text file","{0} = text file name; {1} = line number; {2} = line value; {3} = delimiter (separator); {4} = Function name","Text file {0} could not be read (wrong format) \n\t Line {1}: {2} \n\t Lines must be in format: value1 {3} value2 \n\t\t where value1 and value2 are valid python strings \n\t Function = {4}","",""
"01-001-00026","ERROR","Means that there were no valid lines in file","{0} = text file name; {1} = function name","No valid lines found in text file: {0} \n\t Function = {1}","",""
"01-001-00027","ERROR","","","","",""
"01-001-00028","ERROR","","","","",""
"","","","","","",""
"","","","","","",""
"01-002-00000","ERROR","IO Table Error","None","IO Error: System Error","",""
"01-002-00001","ERROR","Means that the length of 'values' was not equal to the length of 'columns'","{0} = length of columns; {1} = length of values; {2} = function name","Column names (length = {0}) must be equal to length of 'values' (length = {1}) \n\t function = {2}","",""
"01-002-00002","ERROR","Means that the length of 'formats' was not equal to the length of 'columns'","{0} = length of columns; {1} = length of formats; {2} = function name","Column names (length = {0}) must be equal to length of 'formats' (length = {1}) \n\t function = {2}","",""
"01-002-00003","ERROR","Means that the length of 'units' was not equal to the length of 'columns'","{0} = length of columns; {1} = length of units; {2} = function name","Column names (length = {0}) must be equal to length of 'units' (length = {1}) \n\t function = {2}","",""
"01-002-00004","ERROR","Means that all the rows in values are the same length as each other, i.e. that each column has the same number of values","{0} = function name","All column-values must have the same number of rows \n\t function = {0}","",""
"01-002-00005","ERROR","Means that the format that is wanted (set by 'formats') for this column is not a valid format for an astropy.table column","{0} = requested format for column; {1} = column name; {2} = function name","Format '{0}' is invalid (Column = '{1}') \n\t function = {2}","",""
"01-002-00006","ERROR","Means that the table format was not valid for file (i.e. not 'fits' or 'ascii' etc)","{0} = requested format for column; {1} = function name","Table format = {0} not valid for astropy.table. \n\t function = {1}","",""
"01-002-00007","ERROR","Means that the table format was not valid for writing a file (i.e. not 'fits' or 'ascii' etc)","{0} = requested format for column; {1} = function name","Table format = {0} cannot be written by astropy.table \n\t function = {1}","",""
"01-002-00008","ERROR","Means that there was an error using astropy.table.write","{0} = Error type; {1} = Error message; {2} = function name where it happened","Cannot write table to file. \n\t Error {0}: {1} \n\t function = {2}","",""
"01-002-00009","ERROR","Means we had a fits file but could not add header to fits file","{0} = Error type; {1} = Error message; {2} = function name where it happened","Cannot write header to file. \n\t Error {0}: {1} \n\t function = {2}","",""
"01-002-00010","ERROR","Means that we cannot merge file into table","{0} = filename; {1} = Error type; {2} = Error message; {3} = function name","Cannot merge file={0} \n\t Error {1}: {2} \n\t function = {3}","",""
"01-002-00011","ERROR","Means that we could not find file to read","{0} = filename; {1} = function name","File does not exist. \n\t file = '{0}' \n\t function = {1}","",""
"01-002-00012","ERROR","Means that there was an error inside Table.read","{0} = Error type; {1} = Error message; {2} = filename; {3} = function name","Error {0}: {1} \n\t file = '{2}' \n\t function = {3}","",""
"01-002-00013","ERROR","Means that colnames was defined but the number of columns found in table does not match this - so we cannot rename columns","{0} = number of columns in colnames; {1} = number of columns in table; {2} = filename; {3} = function name","Number of columns ({0}) not equal to number of columns in table ({1}) \n\t file = '{2}' \n\t function = {3}","",""
"01-002-00014","ERROR","Means that fits file does not exist","{0} = filename; {1} = function name","Fits file {0} does not exist \n\t function = {1}","",""
"01-002-00015","ERROR","Means that we could not use Table.read to open file and there was an error reported","{0} = filename; {1} = Error type; {2} = Error message; {3} = function name","Cannot open {0} as a fits table \n\t Error was {1}: {2} \n\t function = {3}","",""
"01-002-00016","ERROR","Means that directory for 'output_filename' does not exist","{0} = directory name; {1} = function name","Directory {0} does not exist \n\t function = {1}","",""
"01-002-00017","ERROR","Means that astropy.table.write caused an error","{0} = filename; {1} = Error type; {2} = Error message; {3} = function name","Cannot write {0} as a fits table. \n\t Error {1}: {2} \n\t function = {3}","",""
"01-002-00018","ERROR","Means that we couldn't open file as a fits file (i.e. hdu.data[0] and hdu.data[1] were both None)","{0} = filename; {1} = Error type; {2} = Error message; {3} = function name","Cannot open {0} as a fits table \n\t Error was {1}: {2} \n\t function = {3}","",""
"01-002-00019","ERROR","Means the hdu.data opened has no attribute 'columns'","{0} = filename; {1} = Error type; {2} = Error message; {3} = function name","Cannot open {0} as a fits table \n\t Error was: data cannot read 'columns' \n\t Error {1}: {2} \n\t function = {3}","",""
"01-002-00020","ERROR","Means the hdu.data opened has no attribute 'names'","{0} = filename; {1} = Error type; {2} = Error message; {3} = function name","Cannot open {0} as a fits table \n\t Error was: data cannot read 'columns.names' \n\t Error {1}: {2} \n\t function = {3}","",""
"01-002-00021","ERROR","Means that we could not find 'column' in file","{0} = column name; {1} = function name","Column '{0}' not in file '{1}' \n\t function = {2}","",""
"01-002-00022","ERROR","Means that there was an error when trying to set the format type","{0} = column name; {1} = filename; {2} = error type; {3} = error message; {4} = function name","Incompatible data types for column = '{0}' for file '{1}' \n\t Error {2}: {3} \n\t function = {4}","",""
"01-002-00023","ERROR","Means that we could not back up astropy table","{0} = filename; {1} = Error type; {2} = Error message; {3} = function name","Cannot backup {0} as a fits table. \n\t Error {1}: {2} \n\t function = {3}","",""
"","","","","","",""
"","","","","","",""
"01-010-00000","ERROR","IO System Error","None","IO Error: System Error","",""
"01-010-00001","ERROR","Unhandled error (i.e. non-handled error message)","{0} = Error type","Unhandled error has occurred: Error {0}","",""
"01-010-00002","ERROR","Means we could not make directory with os.makedirs","{0} = path; {1} = error type; {2} error message; {3} = function name","Could not create directory '{0}' \n\t Error {1}: {2} \n\t Function = {2}","",""
"","","","","","",""
"09-000-00000","ERROR","User Error","None","User Error: General Error","",""
"09-000-00001","ERROR","File found (for DrsFile)","{0} = base filename; {1} = directory","File '{0}' found in directory '{1}'","",""
"09-000-00002","ERROR","File not found (for DrsFile)","{0} = base filename; {1} = directory","File '{0}' does not exist in directory '{1}'","",""
"09-000-00003","ERROR","File extension not checked (for DrsFile)","{0} = filename","File '{0}' extension not checked.","",""
"09-000-00004","ERROR","File extension is correct (for DrsFile)","{0} = filename; {1} = extension","File '{0}' has correct extension ('{1}')","",""
"09-000-00005","ERROR","File extension is incorrect  (for DrsFile)","{0} = filename; {1} = extension","File '{0}' must have extension '{1}'","",""
"09-000-00006","ERROR","Means that header key was not found in fits file","{0} = header key; {1} = filename; {2} = function name where called","Key '{0}' not found in header of file '{1}' \n\t function = {2}","",""
"09-000-00007","ERROR","Means that header key was not found in fits file (when key is taken from constants)","{0} = header key; {1} = filename; {2} = name of constant header key comes from; {3} = function name where called","Key '{0}' ('{2}') not found in header of file '{1}' \n\t function = {3}","",""
"09-000-00008","ERROR","Means 'key' was not found in the header of 'file' for the read_key_1d_list function","{0} = header key; {1} = dimension of 1d list; {2} = filename; {3} = function name","Cannot find key '{0}' with dim={1} in header for file={2} \n\t function = {3}","",""
"09-000-00009","ERROR","Means 'key' was not found in the header of 'file' for the read_key_2d_list function","{0} = header key; {1} = input key; {2} = dimension 1 of 2d list; {3} = dimension 2 of 2d list; {4} = filename; {5} = function name","Cannot find key '{0}' (input={1}) with dim1={2} dim2={3} in header for file={4} \n\t function = {5}","",""
"","","","","","",""
"","","","","","",""
"09-001-00000","ERROR","User Argument Error","None","User Error: Argument Error","",""
"09-001-00001","ERROR","User Argument Error in DRSArgumentParser message is an internal ArgParse error message","{0} = message; {1} = program","Argument Error (Error from ArgParse): \n\t {0} \n\t Use: '{1}.py --help' for help.  ","",""
"09-001-00002","ERROR","Text for ArgParse: arguments were unrecognized","{0} = argument list = Arg1, Arg2, Arg3","unrecognized arguments: {0}","",""
"09-001-00003","ERROR","Directory type must be a string","{0} = Argument name; {1} = directory name; {2} = object type (int/str/float etc)","Argument '{0}': Directory = '{1}' is not valid (type = '{2}')","",""
"09-001-00004","ERROR","Directory was not found and prints paths tried","{0} = Argument name; {1} = raw directory name; {2} = input directory + directory","Argument '{0}': Directory = '{1}' not found \n\tTried \n\t\t{1}\n\t\t{2}","",""
"09-001-00005","ERROR","Argument Error: Argument is file but was not found","{0} = Argument name; {1} = filename; {2} = input_filename","Argument '{0}': File ='{1}' was not found \n\tTried:\n\t\t'{1}'\n\t\t'{2}'","",""
